"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GB","04.03.2021 04:00 - 04.03.2021 04:30 (UTC)","2215","n/e","n/e","14912","0","0","n/e","n/e","n/e","0","","248","n/e","n/e","4043","108","n/e","0","n/e","1196","1017"
"BZN|GB","04.03.2021 04:30 - 04.03.2021 05:00 (UTC)","2283","n/e","n/e","14691","0","0","n/e","n/e","n/e","0","","248","n/e","n/e","4033","115","n/e","0","n/e","1127","991"
"BZN|GB","04.03.2021 05:00 - 04.03.2021 05:30 (UTC)","2297","n/e","n/e","15229","0","0","n/e","n/e","n/e","0","","249","n/e","n/e","4039","111","n/e","0","n/e","1062","1024"
"BZN|GB","04.03.2021 05:30 - 04.03.2021 06:00 (UTC)","2533","n/e","n/e","15352","0","0","n/e","n/e","n/e","0","","247","n/e","n/e","4033","121","n/e","0","n/e","1297","1107"
"BZN|GB","04.03.2021 06:00 - 04.03.2021 06:30 (UTC)","2528","n/e","n/e","16328","43","0","n/e","n/e","n/e","0","","265","n/e","n/e","4040","118","n/e","0","n/e","1175","1197"
"BZN|GB","04.03.2021 06:30 - 04.03.2021 07:00 (UTC)","2319","n/e","n/e","17690","259","0","n/e","n/e","n/e","0","","263","n/e","n/e","4038","107","n/e","0","n/e","1349","1273"
"BZN|GB","04.03.2021 07:00 - 04.03.2021 07:30 (UTC)","2401","n/e","n/e","19577","489","0","n/e","n/e","n/e","51","","289","n/e","n/e","4037","126","n/e","14","n/e","1388","1338"
"BZN|GB","04.03.2021 07:30 - 04.03.2021 08:00 (UTC)","2737","n/e","n/e","20874","964","0","n/e","n/e","n/e","0","","312","n/e","n/e","4038","146","n/e","93","n/e","1371","1394"
"BZN|GB","04.03.2021 08:00 - 04.03.2021 08:30 (UTC)","2815","n/e","n/e","21457","1238","0","n/e","n/e","n/e","0","","351","n/e","n/e","4034","306","n/e","249","n/e","1489","1530"
"BZN|GB","04.03.2021 08:30 - 04.03.2021 09:00 (UTC)","2951","n/e","n/e","22063","1475","0","n/e","n/e","n/e","53","","357","n/e","n/e","4033","341","n/e","443","n/e","1496","697"
"BZN|GB","04.03.2021 09:00 - 04.03.2021 09:30 (UTC)","2926","n/e","n/e","22613","1488","0","n/e","n/e","n/e","37","","516","n/e","n/e","4032","299","n/e","668","n/e","1503","1610"
"BZN|GB","04.03.2021 09:30 - 04.03.2021 10:00 (UTC)","2932","n/e","n/e","22529","1373","0","n/e","n/e","n/e","0","","723","n/e","n/e","4048","364","n/e","847","n/e","1481","1719"
"BZN|GB","04.03.2021 10:00 - 04.03.2021 10:30 (UTC)","2932","n/e","n/e","22526","1285","0","n/e","n/e","n/e","0","","727","n/e","n/e","4040","326","n/e","1060","n/e","1501","1798"
"BZN|GB","04.03.2021 10:30 - 04.03.2021 11:00 (UTC)","2931","n/e","n/e","22527","1272","0","n/e","n/e","n/e","0","","606","n/e","n/e","4053","265","n/e","1280","n/e","1821","2029"
"BZN|GB","04.03.2021 11:00 - 04.03.2021 11:30 (UTC)","2950","n/e","n/e","22557","1343","0","n/e","n/e","n/e","149","","517","n/e","n/e","4046","211","n/e","1340","n/e","1774","2278"
"BZN|GB","04.03.2021 11:30 - 04.03.2021 12:00 (UTC)","2950","n/e","n/e","22485","1335","0","n/e","n/e","n/e","0","","437","n/e","n/e","4044","314","n/e","1330","n/e","1889","2275"
"BZN|GB","04.03.2021 12:00 - 04.03.2021 12:30 (UTC)","2949","n/e","n/e","22434","1341","0","n/e","n/e","n/e","0","","633","n/e","n/e","4049","359","n/e","1320","n/e","2229","2427"
"BZN|GB","04.03.2021 12:30 - 04.03.2021 13:00 (UTC)","2944","n/e","n/e","22339","1211","0","n/e","n/e","n/e","163","","706","n/e","n/e","4041","304","n/e","1330","n/e","2549","2390"
"BZN|GB","04.03.2021 13:00 - 04.03.2021 13:30 (UTC)","2952","n/e","n/e","22315","984","0","n/e","n/e","n/e","172","","640","n/e","n/e","4055","252","n/e","1330","n/e","2666","2440"
"BZN|GB","04.03.2021 13:30 - 04.03.2021 14:00 (UTC)","2940","n/e","n/e","21863","861","0","n/e","n/e","n/e","0","","551","n/e","n/e","4144","185","n/e","1220","n/e","2965","2400"
"BZN|GB","04.03.2021 14:00 - 04.03.2021 14:30 (UTC)","2919","n/e","n/e","21730","911","0","n/e","n/e","n/e","0","","338","n/e","n/e","4135","112","n/e","1040","n/e","3004","2495"
"BZN|GB","04.03.2021 14:30 - 04.03.2021 15:00 (UTC)","2918","n/e","n/e","21465","947","0","n/e","n/e","n/e","0","","328","n/e","n/e","4136","112","n/e","856","n/e","3127","2409"
"BZN|GB","04.03.2021 15:00 - 04.03.2021 15:30 (UTC)","2922","n/e","n/e","21584","769","0","n/e","n/e","n/e","0","","316","n/e","n/e","4146","112","n/e","667","n/e","3279","2324"
"BZN|GB","04.03.2021 15:30 - 04.03.2021 16:00 (UTC)","2921","n/e","n/e","21249","772","0","n/e","n/e","n/e","0","","316","n/e","n/e","4140","112","n/e","475","n/e","3625","2473"
"BZN|GB","04.03.2021 16:00 - 04.03.2021 16:30 (UTC)","2865","n/e","n/e","20848","773","0","n/e","n/e","n/e","0","","342","n/e","n/e","4135","172","n/e","308","n/e","4275","2401"
"BZN|GB","04.03.2021 16:30 - 04.03.2021 17:00 (UTC)","2766","n/e","n/e","21713","781","0","n/e","n/e","n/e","0","","376","n/e","n/e","4134","267","n/e","153","n/e","4186","2356"
"BZN|GB","04.03.2021 17:00 - 04.03.2021 17:30 (UTC)","2898","n/e","n/e","21906","775","0","n/e","n/e","n/e","576","","626","n/e","n/e","4138","302","n/e","42","n/e","4445","2002"
"BZN|GB","04.03.2021 17:30 - 04.03.2021 18:00 (UTC)","2930","n/e","n/e","22373","788","0","n/e","n/e","n/e","600","","797","n/e","n/e","4129","275","n/e","2","n/e","4849","1952"
"BZN|GB","04.03.2021 18:00 - 04.03.2021 18:30 (UTC)","2928","n/e","n/e","22395","822","0","n/e","n/e","n/e","1029","","779","n/e","n/e","4110","309","n/e","0","n/e","4823","1717"
"BZN|GB","04.03.2021 18:30 - 04.03.2021 19:00 (UTC)","2964","n/e","n/e","22479","790","0","n/e","n/e","n/e","951","","809","n/e","n/e","3982","419","n/e","0","n/e","4675","1726"
"BZN|GB","04.03.2021 19:00 - 04.03.2021 19:30 (UTC)","2980","n/e","n/e","22413","773","0","n/e","n/e","n/e","0","","802","n/e","n/e","3987","383","n/e","0","n/e","4729","1667"
"BZN|GB","04.03.2021 19:30 - 04.03.2021 20:00 (UTC)","2988","n/e","n/e","21668","772","0","n/e","n/e","n/e","0","","588","n/e","n/e","3981","211","n/e","0","n/e","4671","1633"
"BZN|GB","04.03.2021 20:00 - 04.03.2021 20:30 (UTC)","2986","n/e","n/e","20989","812","0","n/e","n/e","n/e","177","","467","n/e","n/e","3981","114","n/e","0","n/e","4512","1477"
"BZN|GB","04.03.2021 20:30 - 04.03.2021 21:00 (UTC)","2921","n/e","n/e","19856","808","0","n/e","n/e","n/e","118","","424","n/e","n/e","3978","122","n/e","0","n/e","4460","1451"
"BZN|GB","04.03.2021 21:00 - 04.03.2021 21:30 (UTC)","2986","n/e","n/e","19158","236","0","n/e","n/e","n/e","0","","354","n/e","n/e","3980","108","n/e","0","n/e","4116","1441"
"BZN|GB","04.03.2021 21:30 - 04.03.2021 22:00 (UTC)","2938","n/e","n/e","17954","0","0","n/e","n/e","n/e","0","","294","n/e","n/e","3981","106","n/e","0","n/e","3900","1407"
"BZN|GB","04.03.2021 22:00 - 04.03.2021 22:30 (UTC)","2873","n/e","n/e","16384","0","0","n/e","n/e","n/e","0","","262","n/e","n/e","3988","106","n/e","0","n/e","3946","1267"
"BZN|GB","04.03.2021 22:30 - 04.03.2021 23:00 (UTC)","2955","n/e","n/e","14694","0","0","n/e","n/e","n/e","0","","252","n/e","n/e","3977","114","n/e","0","n/e","3952","1234"
"BZN|GB","04.03.2021 23:00 - 04.03.2021 23:30 (UTC)","2903","n/e","n/e","13372","0","0","n/e","n/e","n/e","0","","249","n/e","n/e","3990","124","n/e","0","n/e","3885","1156"
"BZN|GB","04.03.2021 23:30 - 05.03.2021 00:00 (UTC)","2317","n/e","n/e","13510","0","0","n/e","n/e","n/e","0","","250","n/e","n/e","3990","126","n/e","0","n/e","3939","1130"
"BZN|GB","05.03.2021 00:00 - 05.03.2021 00:30 (UTC)","2167","n/e","n/e","13251","0","0","n/e","n/e","n/e","0","","231","n/e","n/e","3997","108","n/e","0","n/e","3792","1033"
"BZN|GB","05.03.2021 00:30 - 05.03.2021 01:00 (UTC)","2149","n/e","n/e","13597","0","0","n/e","n/e","n/e","0","","227","n/e","n/e","3993","108","n/e","1","n/e","3781","982"
"BZN|GB","05.03.2021 01:00 - 05.03.2021 01:30 (UTC)","2145","n/e","n/e","13737","0","0","n/e","n/e","n/e","0","","226","n/e","n/e","4014","107","n/e","2","n/e","3518","931"
"BZN|GB","05.03.2021 01:30 - 05.03.2021 02:00 (UTC)","2147","n/e","n/e","13391","0","0","n/e","n/e","n/e","0","","223","n/e","n/e","4105","107","n/e","1","n/e","3609","921"
"BZN|GB","05.03.2021 02:00 - 05.03.2021 02:30 (UTC)","2218","n/e","n/e","13107","0","0","n/e","n/e","n/e","0","","220","n/e","n/e","4099","109","n/e","0","n/e","3283","894"
"BZN|GB","05.03.2021 02:30 - 05.03.2021 03:00 (UTC)","2223","n/e","n/e","12954","0","0","n/e","n/e","n/e","0","","218","n/e","n/e","4106","109","n/e","2","n/e","3464","897"
"BZN|GB","05.03.2021 03:00 - 05.03.2021 03:30 (UTC)","2149","n/e","n/e","12665","0","0","n/e","n/e","n/e","0","","219","n/e","n/e","4102","106","n/e","2","n/e","3501","878"
"BZN|GB","05.03.2021 03:30 - 05.03.2021 04:00 (UTC)","2165","n/e","n/e","12328","0","0","n/e","n/e","n/e","0","","203","n/e","n/e","4105","106","n/e","0","n/e","3613","861"
"BZN|GB","05.03.2021 04:00 - 05.03.2021 04:30 (UTC)","2162","n/e","n/e","12082","0","0","n/e","n/e","n/e","0","","203","n/e","n/e","4099","106","n/e","0","n/e","3324","856"
"BZN|GB","05.03.2021 04:30 - 05.03.2021 05:00 (UTC)","2162","n/e","n/e","12652","0","0","n/e","n/e","n/e","0","","201","n/e","n/e","4137","106","n/e","0","n/e","3214","865"
"BZN|GB","05.03.2021 05:00 - 05.03.2021 05:30 (UTC)","2167","n/e","n/e","13037","53","0","n/e","n/e","n/e","0","","202","n/e","n/e","4146","107","n/e","0","n/e","3206","853"
"BZN|GB","05.03.2021 05:30 - 05.03.2021 06:00 (UTC)","2165","n/e","n/e","14229","134","0","n/e","n/e","n/e","0","","202","n/e","n/e","4140","110","n/e","0","n/e","3003","852"
"BZN|GB","05.03.2021 06:00 - 05.03.2021 06:30 (UTC)","2190","n/e","n/e","16436","181","0","n/e","n/e","n/e","0","","226","n/e","n/e","4136","107","n/e","0","n/e","2841","812"
"BZN|GB","05.03.2021 06:30 - 05.03.2021 07:00 (UTC)","2434","n/e","n/e","18140","289","0","n/e","n/e","n/e","0","","224","n/e","n/e","4134","109","n/e","7","n/e","2679","826"
"BZN|GB","05.03.2021 07:00 - 05.03.2021 07:30 (UTC)","2935","n/e","n/e","19299","552","0","n/e","n/e","n/e","0","","334","n/e","n/e","4138","108","n/e","145","n/e","2759","778"
"BZN|GB","05.03.2021 07:30 - 05.03.2021 08:00 (UTC)","2952","n/e","n/e","20343","573","0","n/e","n/e","n/e","301","","351","n/e","n/e","4134","126","n/e","483","n/e","2893","750"
"BZN|GB","05.03.2021 08:00 - 05.03.2021 08:30 (UTC)","2961","n/e","n/e","20388","752","0","n/e","n/e","n/e","276","","350","n/e","n/e","4137","386","n/e","1010","n/e","2301","740"
"BZN|GB","05.03.2021 08:30 - 05.03.2021 09:00 (UTC)","2965","n/e","n/e","20852","1249","0","n/e","n/e","n/e","0","","367","n/e","n/e","4135","364","n/e","1480","n/e","2246","714"
"BZN|GB","05.03.2021 09:00 - 05.03.2021 09:30 (UTC)","2967","n/e","n/e","21043","1708","0","n/e","n/e","n/e","0","","387","n/e","n/e","4135","132","n/e","1890","n/e","2183","776"
"BZN|GB","05.03.2021 09:30 - 05.03.2021 10:00 (UTC)","2965","n/e","n/e","21407","1739","0","n/e","n/e","n/e","0","","366","n/e","n/e","4137","112","n/e","2160","n/e","2342","779"
"BZN|GB","05.03.2021 10:00 - 05.03.2021 10:30 (UTC)","2967","n/e","n/e","21445","1942","0","n/e","n/e","n/e","84","","349","n/e","n/e","4138","110","n/e","2230","n/e","2008","812"
"BZN|GB","05.03.2021 10:30 - 05.03.2021 11:00 (UTC)","2962","n/e","n/e","21184","2153","0","n/e","n/e","n/e","322","","334","n/e","n/e","4138","114","n/e","2460","n/e","1790","797"
"BZN|GB","05.03.2021 11:00 - 05.03.2021 11:30 (UTC)","2962","n/e","n/e","21383","2204","0","n/e","n/e","n/e","0","","362","n/e","n/e","4137","157","n/e","2560","n/e","1864","822"
"BZN|GB","05.03.2021 11:30 - 05.03.2021 12:00 (UTC)","2959","n/e","n/e","21377","2161","0","n/e","n/e","n/e","0","","648","n/e","n/e","4143","180","n/e","2610","n/e","1674","823"
"BZN|GB","05.03.2021 12:00 - 05.03.2021 12:30 (UTC)","2964","n/e","n/e","21425","2508","0","n/e","n/e","n/e","69","","626","n/e","n/e","4124","168","n/e","2710","n/e","1531","813"
"BZN|GB","05.03.2021 12:30 - 05.03.2021 13:00 (UTC)","2987","n/e","n/e","21472","2522","0","n/e","n/e","n/e","0","","748","n/e","n/e","3937","384","n/e","2660","n/e","1616","810"
"BZN|GB","05.03.2021 13:00 - 05.03.2021 13:30 (UTC)","2985","n/e","n/e","21432","2398","0","n/e","n/e","n/e","261","","579","n/e","n/e","3902","248","n/e","2700","n/e","1589","782"
"BZN|GB","05.03.2021 13:30 - 05.03.2021 14:00 (UTC)","2993","n/e","n/e","21545","2637","0","n/e","n/e","n/e","0","","302","n/e","n/e","3912","217","n/e","2530","n/e","1413","793"
"BZN|GB","05.03.2021 14:00 - 05.03.2021 14:30 (UTC)","2979","n/e","n/e","21493","2726","0","n/e","n/e","n/e","23","","285","n/e","n/e","3804","163","n/e","2340","n/e","1395","795"
"BZN|GB","05.03.2021 14:30 - 05.03.2021 15:00 (UTC)","2947","n/e","n/e","21353","2721","0","n/e","n/e","n/e","91","","338","n/e","n/e","3788","121","n/e","2190","n/e","1448","763"
"BZN|GB","05.03.2021 15:00 - 05.03.2021 15:30 (UTC)","2806","n/e","n/e","21706","2742","0","n/e","n/e","n/e","0","","338","n/e","n/e","3789","128","n/e","1920","n/e","1487","703"
"BZN|GB","05.03.2021 15:30 - 05.03.2021 16:00 (UTC)","2783","n/e","n/e","21671","3223","0","n/e","n/e","n/e","0","","381","n/e","n/e","3784","136","n/e","1440","n/e","1342","709"
"BZN|GB","05.03.2021 16:00 - 05.03.2021 16:30 (UTC)","2742","n/e","n/e","21555","3113","0","n/e","n/e","n/e","0","","508","n/e","n/e","3784","181","n/e","1030","n/e","1284","688"
"BZN|GB","05.03.2021 16:30 - 05.03.2021 17:00 (UTC)","2920","n/e","n/e","21980","3252","0","n/e","n/e","n/e","0","","586","n/e","n/e","3783","294","n/e","596","n/e","1241","660"
"BZN|GB","05.03.2021 17:00 - 05.03.2021 17:30 (UTC)","2981","n/e","n/e","21138","3128","0","n/e","n/e","n/e","999","","853","n/e","n/e","3784","420","n/e","215","n/e","1279","531"
"BZN|GB","05.03.2021 17:30 - 05.03.2021 18:00 (UTC)","2987","n/e","n/e","21591","3209","0","n/e","n/e","n/e","1592","","857","n/e","n/e","3779","421","n/e","23","n/e","1189","538"
"BZN|GB","05.03.2021 18:00 - 05.03.2021 18:30 (UTC)","3003","n/e","n/e","22219","3242","0","n/e","n/e","n/e","1712","","858","n/e","n/e","3787","445","n/e","1","n/e","1222","488"
"BZN|GB","05.03.2021 18:30 - 05.03.2021 19:00 (UTC)","3003","n/e","n/e","22340","3309","0","n/e","n/e","n/e","1782","","956","n/e","n/e","3787","439","n/e","0","n/e","1319","525"
"BZN|GB","05.03.2021 19:00 - 05.03.2021 19:30 (UTC)","2996","n/e","n/e","22107","3349","0","n/e","n/e","n/e","1606","","925","n/e","n/e","3785","423","n/e","0","n/e","1027","528"
"BZN|GB","05.03.2021 19:30 - 05.03.2021 20:00 (UTC)","3005","n/e","n/e","21868","3472","0","n/e","n/e","n/e","476","","843","n/e","n/e","3784","425","n/e","0","n/e","1096","536"
"BZN|GB","05.03.2021 20:00 - 05.03.2021 20:30 (UTC)","2997","n/e","n/e","21648","3448","0","n/e","n/e","n/e","0","","787","n/e","n/e","3788","334","n/e","0","n/e","996","524"
"BZN|GB","05.03.2021 20:30 - 05.03.2021 21:00 (UTC)","3003","n/e","n/e","21347","3271","0","n/e","n/e","n/e","242","","578","n/e","n/e","3784","124","n/e","0","n/e","835","536"
"BZN|GB","05.03.2021 21:00 - 05.03.2021 21:30 (UTC)","3003","n/e","n/e","20962","2651","0","n/e","n/e","n/e","49","","362","n/e","n/e","3782","112","n/e","0","n/e","804","550"
"BZN|GB","05.03.2021 21:30 - 05.03.2021 22:00 (UTC)","3001","n/e","n/e","19928","2163","0","n/e","n/e","n/e","47","","306","n/e","n/e","3785","112","n/e","0","n/e","758","623"
"BZN|GB","05.03.2021 22:00 - 05.03.2021 22:30 (UTC)","3005","n/e","n/e","19269","1558","0","n/e","n/e","n/e","0","","257","n/e","n/e","3782","112","n/e","0","n/e","707","672"
"BZN|GB","05.03.2021 22:30 - 05.03.2021 23:00 (UTC)","2949","n/e","n/e","17958","851","0","n/e","n/e","n/e","151","","255","n/e","n/e","3777","107","n/e","0","n/e","700","710"
"BZN|GB","05.03.2021 23:00 - 05.03.2021 23:30 (UTC)","2686","n/e","n/e","17201","430","0","n/e","n/e","n/e","0","","255","n/e","n/e","3760","106","n/e","0","n/e","691","739"
"BZN|GB","05.03.2021 23:30 - 06.03.2021 00:00 (UTC)","2164","n/e","n/e","16592","229","0","n/e","n/e","n/e","0","","256","n/e","n/e","3754","106","n/e","0","n/e","650","771"
"BZN|GB","06.03.2021 00:00 - 06.03.2021 00:30 (UTC)","2139","n/e","n/e","16483","0","0","n/e","n/e","n/e","0","","247","n/e","n/e","3739","107","n/e","0","n/e","641","875"
"BZN|GB","06.03.2021 00:30 - 06.03.2021 01:00 (UTC)","2146","n/e","n/e","16581","0","0","n/e","n/e","n/e","0","","246","n/e","n/e","3721","110","n/e","1","n/e","669","911"
"BZN|GB","06.03.2021 01:00 - 06.03.2021 01:30 (UTC)","2134","n/e","n/e","16780","0","0","n/e","n/e","n/e","0","","246","n/e","n/e","3702","109","n/e","0","n/e","784","897"
"BZN|GB","06.03.2021 01:30 - 06.03.2021 02:00 (UTC)","2159","n/e","n/e","16688","0","0","n/e","n/e","n/e","0","","244","n/e","n/e","3700","115","n/e","0","n/e","595","790"
"BZN|GB","06.03.2021 02:00 - 06.03.2021 02:30 (UTC)","2265","n/e","n/e","16412","0","0","n/e","n/e","n/e","0","","243","n/e","n/e","3674","107","n/e","0","n/e","455","748"
"BZN|GB","06.03.2021 02:30 - 06.03.2021 03:00 (UTC)","2479","n/e","n/e","16082","0","0","n/e","n/e","n/e","0","","243","n/e","n/e","3667","109","n/e","0","n/e","400","762"
"BZN|GB","06.03.2021 03:00 - 06.03.2021 03:30 (UTC)","2226","n/e","n/e","16459","0","0","n/e","n/e","n/e","0","","222","n/e","n/e","3648","111","n/e","0","n/e","332","783"
"BZN|GB","06.03.2021 03:30 - 06.03.2021 04:00 (UTC)","2150","n/e","n/e","16211","0","0","n/e","n/e","n/e","0","","222","n/e","n/e","3634","106","n/e","0","n/e","326","777"
"BZN|GB","06.03.2021 04:00 - 06.03.2021 04:30 (UTC)","2161","n/e","n/e","16103","0","0","n/e","n/e","n/e","0","","222","n/e","n/e","3633","111","n/e","0","n/e","366","791"
"BZN|GB","06.03.2021 04:30 - 06.03.2021 05:00 (UTC)","2141","n/e","n/e","15828","0","0","n/e","n/e","n/e","0","","222","n/e","n/e","3623","106","n/e","0","n/e","302","776"
"BZN|GB","06.03.2021 05:00 - 06.03.2021 05:30 (UTC)","2149","n/e","n/e","16029","0","0","n/e","n/e","n/e","0","","221","n/e","n/e","3608","106","n/e","0","n/e","301","365"
"BZN|GB","06.03.2021 05:30 - 06.03.2021 06:00 (UTC)","2199","n/e","n/e","16210","0","0","n/e","n/e","n/e","0","","219","n/e","n/e","3595","105","n/e","0","n/e","300","713"
"BZN|GB","06.03.2021 06:00 - 06.03.2021 06:30 (UTC)","2483","n/e","n/e","16568","0","0","n/e","n/e","n/e","0","","234","n/e","n/e","3577","106","n/e","0","n/e","248","769"
"BZN|GB","06.03.2021 06:30 - 06.03.2021 07:00 (UTC)","2367","n/e","n/e","17059","0","0","n/e","n/e","n/e","0","","235","n/e","n/e","3556","106","n/e","5","n/e","255","379"
"BZN|GB","06.03.2021 07:00 - 06.03.2021 07:30 (UTC)","2149","n/e","n/e","17393","0","0","n/e","n/e","n/e","0","","278","n/e","n/e","3551","109","n/e","150","n/e","261","826"
"BZN|GB","06.03.2021 07:30 - 06.03.2021 08:00 (UTC)","2276","n/e","n/e","18261","0","0","n/e","n/e","n/e","0","","277","n/e","n/e","3528","108","n/e","570","n/e","282","824"
"BZN|GB","06.03.2021 08:00 - 06.03.2021 08:30 (UTC)","2282","n/e","n/e","18783","267","0","n/e","n/e","n/e","0","","325","n/e","n/e","3512","112","n/e","1070","n/e","326","766"
"BZN|GB","06.03.2021 08:30 - 06.03.2021 09:00 (UTC)","2281","n/e","n/e","19337","469","0","n/e","n/e","n/e","0","","382","n/e","n/e","3493","281","n/e","1650","n/e","358","731"
"BZN|GB","06.03.2021 09:00 - 06.03.2021 09:30 (UTC)","2279","n/e","n/e","19214","500","0","n/e","n/e","n/e","149","","613","n/e","n/e","3478","377","n/e","2220","n/e","354","685"
"BZN|GB","06.03.2021 09:30 - 06.03.2021 10:00 (UTC)","2272","n/e","n/e","19260","503","0","n/e","n/e","n/e","149","","614","n/e","n/e","3468","378","n/e","2710","n/e","381","763"
"BZN|GB","06.03.2021 10:00 - 06.03.2021 10:30 (UTC)","2284","n/e","n/e","19379","664","0","n/e","n/e","n/e","149","","495","n/e","n/e","3473","378","n/e","2940","n/e","357","911"
"BZN|GB","06.03.2021 10:30 - 06.03.2021 11:00 (UTC)","2230","n/e","n/e","19321","894","0","n/e","n/e","n/e","0","","557","n/e","n/e","3485","358","n/e","3060","n/e","290","1049"
"BZN|GB","06.03.2021 11:00 - 06.03.2021 11:30 (UTC)","2232","n/e","n/e","19275","985","0","n/e","n/e","n/e","149","","545","n/e","n/e","3484","269","n/e","3150","n/e","277","1190"
"BZN|GB","06.03.2021 11:30 - 06.03.2021 12:00 (UTC)","2231","n/e","n/e","19285","985","0","n/e","n/e","n/e","149","","687","n/e","n/e","3501","238","n/e","3310","n/e","202","1215"
"BZN|GB","06.03.2021 12:00 - 06.03.2021 12:30 (UTC)","2226","n/e","n/e","19363","1006","0","n/e","n/e","n/e","0","","697","n/e","n/e","3524","292","n/e","3350","n/e","279","1230"
"BZN|GB","06.03.2021 12:30 - 06.03.2021 13:00 (UTC)","2224","n/e","n/e","19038","1200","0","n/e","n/e","n/e","0","","673","n/e","n/e","3537","325","n/e","3470","n/e","328","1249"
"BZN|GB","06.03.2021 13:00 - 06.03.2021 13:30 (UTC)","2259","n/e","n/e","19236","1302","0","n/e","n/e","n/e","0","","378","n/e","n/e","3557","277","n/e","3620","n/e","328","1234"
"BZN|GB","06.03.2021 13:30 - 06.03.2021 14:00 (UTC)","2266","n/e","n/e","19157","1290","0","n/e","n/e","n/e","0","","298","n/e","n/e","3570","234","n/e","3490","n/e","389","1230"
"BZN|GB","06.03.2021 14:00 - 06.03.2021 14:30 (UTC)","2270","n/e","n/e","18912","1158","0","n/e","n/e","n/e","72","","306","n/e","n/e","3584","167","n/e","3370","n/e","366","1232"
"BZN|GB","06.03.2021 14:30 - 06.03.2021 15:00 (UTC)","2256","n/e","n/e","18933","1270","0","n/e","n/e","n/e","0","","308","n/e","n/e","3604","143","n/e","3300","n/e","355","1239"
"BZN|GB","06.03.2021 15:00 - 06.03.2021 15:30 (UTC)","2260","n/e","n/e","18686","1318","0","n/e","n/e","n/e","0","","358","n/e","n/e","3616","145","n/e","2950","n/e","391","1263"
"BZN|GB","06.03.2021 15:30 - 06.03.2021 16:00 (UTC)","2264","n/e","n/e","18720","1297","0","n/e","n/e","n/e","0","","370","n/e","n/e","3632","144","n/e","2500","n/e","384","1173"
"BZN|GB","06.03.2021 16:00 - 06.03.2021 16:30 (UTC)","2269","n/e","n/e","19479","1462","0","n/e","n/e","n/e","185","","484","n/e","n/e","3641","184","n/e","1790","n/e","401","1129"
"BZN|GB","06.03.2021 16:30 - 06.03.2021 17:00 (UTC)","2261","n/e","n/e","19894","1478","0","n/e","n/e","n/e","1012","","585","n/e","n/e","3663","297","n/e","1130","n/e","448","1136"
"BZN|GB","06.03.2021 17:00 - 06.03.2021 17:30 (UTC)","2258","n/e","n/e","20616","1820","0","n/e","n/e","n/e","1614","","816","n/e","n/e","3675","443","n/e","464","n/e","461","1023"
"BZN|GB","06.03.2021 17:30 - 06.03.2021 18:00 (UTC)","2311","n/e","n/e","20848","2231","0","n/e","n/e","n/e","1924","","856","n/e","n/e","3690","484","n/e","59","n/e","526","406"
"BZN|GB","06.03.2021 18:00 - 06.03.2021 18:30 (UTC)","2213","n/e","n/e","22175","2282","0","n/e","n/e","n/e","1563","","938","n/e","n/e","3703","500","n/e","1","n/e","591","954"
"BZN|GB","06.03.2021 18:30 - 06.03.2021 19:00 (UTC)","2308","n/e","n/e","22205","2285","0","n/e","n/e","n/e","2002","","937","n/e","n/e","3717","497","n/e","0","n/e","622","980"
"BZN|GB","06.03.2021 19:00 - 06.03.2021 19:30 (UTC)","2317","n/e","n/e","21908","2289","0","n/e","n/e","n/e","1736","","937","n/e","n/e","3734","500","n/e","0","n/e","590","1059"
"BZN|GB","06.03.2021 19:30 - 06.03.2021 20:00 (UTC)","2321","n/e","n/e","21658","2292","0","n/e","n/e","n/e","1146","","861","n/e","n/e","3748","476","n/e","0","n/e","591","1107"
"BZN|GB","06.03.2021 20:00 - 06.03.2021 20:30 (UTC)","2324","n/e","n/e","21631","1994","0","n/e","n/e","n/e","353","","503","n/e","n/e","3767","402","n/e","0","n/e","548","1158"
"BZN|GB","06.03.2021 20:30 - 06.03.2021 21:00 (UTC)","2318","n/e","n/e","20864","1975","0","n/e","n/e","n/e","329","","439","n/e","n/e","3766","329","n/e","0","n/e","555","1149"
"BZN|GB","06.03.2021 21:00 - 06.03.2021 21:30 (UTC)","2318","n/e","n/e","19778","1974","0","n/e","n/e","n/e","190","","423","n/e","n/e","3780","366","n/e","0","n/e","517","1184"
